0.759,491
1.577,439
0.594,500
1.352,563
1.183,375
0.684,512
1.123,522
1.081,578
0.755,382
1.297,463
0.953,460
-0.029,500
0.429,555
1.025,388
0.453,442
1.423,481
1.106,556
0.505,466
0.670,572
1.091,539
1.104,415
1.179,431
0.990,462
0.429,552
0.995,461
1.276,531
0.961,588
1.591,507
0.383,561
0.539,404
0.090,437
2.005,488
0.213,600
1.157,358
1.518,455
0.439,597
1.738,538
1.408,502
1.268,577
1.258,482
0.723,431
0.976,535
0.527,483
1.505,498
0.897,546
1.143,504
1.601,535
1.817,454
0.885,495
2.284,457
0.451,495
0.793,496
0.965,554
0.518,542
0.208,454
1.115,576
1.297,493
1.155,541
0.903,486
0.745,561
1.449,513
1.301,464
0.782,541
0.638,482
0.470,443
1.446,559
1.207,478
1.303,493
0.640,495
0.706,423
0.382,516
1.000,422
0.269,447
0.792,562
0.398,421
0.667,525
0.216,504
0.507,455
1.406,454
0.675,489
1.404,465
0.970,529
4.205,562
4.369,570
3.903,517
4.216,386
3.734,550
4.578,480
3.431,539
4.238,490
4.250,476
4.486,495
4.247,578
4.985,503
4.693,492
4.003,516
3.885,372
3.612,508
4.050,517
3.735,519
3.272,487
3.888,485
3.670,444
4.644,510
4.197,518
4.464,436
4.174,444
4.271,514
3.948,491
3.412,573
4.180,567
4.108,481
3.962,519
3.512,514
3.666,513
4.350,534
3.989,456
3.658,463
3.609,499
3.776,544
3.575,422
4.180,447
4.420,536
3.660,487
3.484,504
4.326,525
4.407,511
3.972,441
3.690,514
4.037,442
4.186,436
4.069,566
3.912,479
3.893,537
4.245,519
3.505,474
4.437,433
4.445,430
3.747,505
4.128,490
3.672,514
3.827,519
4.130,544
4.527,461
4.674,577
4.130,487
4.352,489
4.497,465
3.181,617
3.900,538
4.665,559
4.441,580
3.897,611
4.126,499
4.400,558
4.047,481
4.028,468
3.664,429
4.668,543
3.702,521
4.606,506
4.126,551
4.280,477
3.633,556
3.606,531
3.925,498
3.887,508
3.851,460
4.197,546
4.148,524
3.745,465
4.410,492
3.275,480
3.278,460
3.626,494
4.436,424
3.942,456
3.945,346
3.889,466
4.045,483
3.907,482
4.201,530
3.828,507
4.256,479
4.088,488
3.614,456
4.409,565
3.579,549
3.644,454
4.467,393
3.620,508
4.082,457
3.803,416
4.023,387
3.632,561
4.070,504
4.643,410
3.171,448
3.894,501
3.465,511
3.403,481
3.961,448
4.018,546
3.860,523
3.931,506
4.369,607
4.660,505
3.538,519
4.214,483
3.730,455
4.286,462
3.406,421
3.629,488
3.678,581
3.866,570
3.842,546
3.895,600
3.806,526
3.505,468
5.125,531
4.677,454
4.271,404
4.173,409
5.121,497
3.793,598
4.442,550
4.454,424
3.930,555
2.865,526
3.020,450
4.252,548
4.106,505
0.500,950
4.500,950
0.500,50
4.500,50
2.500,25
2.500,975
0.100,500
5.200,500
-0.500,300
5.500,700
3.000,650
2.000,350
4.800,150
0.300,850
2.500,1000
2.500,0
5.271,407
-0.396,635
5.777,128
-0.059,173
0.772,41
1.503,-30
-0.982,633
2.428,71
2.125,186
1.271,214
-0.509,977
3.167,427
5.810,201
3.658,61
2.517,242
3.210,1021
0.987,299
-0.065,718
5.592,108
-0.605,391
